Sampling freqeuncy: 500 Hz
accel bias x: 1.963024|accel bias y: -0.000000|accel bias z: -0.000000
 30.820,0,   0.000000,   0.000000,1388.000000,         1
 30.780,0,   0.000000,   0.000000,1379.000000,         2
 30.740,0,   0.000000,   0.000000,1379.000000,         3
 30.700,0,   0.000000,   0.000000,1374.000000,         4
 30.680,0,   0.000000,   0.000000,1378.000000,         5
 30.660,0,   0.000000,   0.000000,1378.000000,         6
 30.620,0,   0.000000,   0.000000,1380.000000,         7
 30.600,0,   0.000000,   0.000000,1378.000000,         8
 30.560,0,   0.000000,   0.000000,1377.000000,         9
 30.540,0,   0.000000,   0.000000,1363.000000,        10
 30.520,0,   0.000000,   0.000000,1367.000000,        11
 30.500,0,   0.000000,   0.000000,1379.000000,        12
 30.460,0,   0.000000,   0.000000,1379.000000,        13
 30.440,0,   0.000000,   0.000000,1378.000000,        14
 30.420,0,   0.000000,   0.000000,1368.000000,        15
 30.420,0,   0.000000,   0.000000,1359.000000,        16
 30.400,0,   0.000000,   0.000000,1378.000000,        17
 30.380,0,   0.000000,   0.000000,1379.000000,        18
 30.380,0,   0.000000,   0.000000,1382.000000,        19
 30.360,0,   0.000000,   0.000000,1374.000000,        20
 30.340,0,   0.000000,   0.000000,1379.000000,        21
 30.300,0,   0.000000,   0.000000,1356.000000,        22
 30.280,0,   0.000000,   0.000000,1393.000000,        23
 30.280,0,   0.000000,   0.000000,1395.000000,        24
 30.240,0,   0.000000,   0.000000,1378.000000,        25
 30.220,0,   0.000000,   0.000000,1373.000000,        26
 30.200,0,   0.000000,   0.000000,1386.000000,        27
 30.180,0,   0.000000,   0.000000,1381.000000,        28
 30.160,0,   0.000000,   0.000000,1381.000000,        29
 30.160,0,   0.000000,   0.000000,1382.000000,        30
 30.140,0,   0.000000,   0.000000,1379.000000,        31
 30.120,0,   0.000000,   0.000000,1386.000000,        32
 30.120,0,   0.000000,   0.000000,1379.000000,        33
 30.100,0,   0.000000,   0.000000,1381.000000,        34
